fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-07-27,DL,DL_CODESHARE,DL,5799,CP,N615CZ,5799,14869,SLC,"Salt Lake City, UT",12280,IDA,"Idaho Falls, ID",1100,1056.0,-4.0,18.0,1114.0,1157.0,5.0,1204,1202.0,-2.0,0.0,,0.0,N,64.0,66.0,43.0,1.0,188.0,,,,,,,,,
2018-10-08,UA,UA_CODESHARE,UA,6129,YV,N88325,6129,12266,IAH,"Houston, TX",11540,ELP,"El Paso, TX",955,1016.0,21.0,22.0,1038.0,1109.0,2.0,1051,1111.0,20.0,0.0,,0.0,N,116.0,115.0,91.0,1.0,667.0,20.0,0.0,0.0,0.0,0.0,,,,
2018-10-31,WN,WN,WN,809,WN,N7841A,809,13232,MDW,"Chicago, IL",11433,DTW,"Detroit, MI",1640,1638.0,-2.0,11.0,1649.0,1825.0,6.0,1850,1831.0,-19.0,0.0,,0.0,N,70.0,53.0,36.0,1.0,228.0,,,,,,,,,
2019-10-15,AA,AA,AA,1830,AA,N556UW,1830,12889,LAS,"Las Vegas, NV",11057,CLT,"Charlotte, NC",750,750.0,0.0,20.0,810.0,1451.0,15.0,1508,1506.0,-2.0,0.0,,0.0,N,258.0,256.0,221.0,1.0,1916.0,,,,,,,,,
2018-06-19,AS,AS_CODESHARE,AS,3300,OO,N176SY,3300,14831,SJC,"San Jose, CA",10423,AUS,"Austin, TX",938,932.0,-6.0,14.0,946.0,1453.0,5.0,1514,1458.0,-16.0,0.0,,0.0,N,216.0,206.0,187.0,1.0,1476.0,,,,,,,,,
2018-04-09,AA,AA,AA,2673,AA,N9629H,2673,11298,DFW,"Dallas/Fort Worth, TX",10693,BNA,"Nashville, TN",1055,1054.0,-1.0,18.0,1112.0,1227.0,6.0,1249,1233.0,-16.0,0.0,,0.0,N,114.0,99.0,75.0,1.0,631.0,,,,,,,,,
2019-06-12,B6,B6,B6,1312,B6,N505JB,1312,14635,RSW,"Fort Myers, FL",11618,EWR,"Newark, NJ",1328,1349.0,21.0,29.0,1418.0,1644.0,10.0,1628,1654.0,26.0,0.0,,0.0,N,180.0,185.0,146.0,1.0,1068.0,6.0,0.0,5.0,0.0,15.0,,,,
2019-07-28,AA,AA_CODESHARE,AA,5162,OH,N248PS,5162,12953,LGA,"New York, NY",14122,PIT,"Pittsburgh, PA",1530,1526.0,-4.0,16.0,1542.0,1640.0,5.0,1708,1645.0,-23.0,0.0,,0.0,N,98.0,79.0,58.0,1.0,335.0,,,,,,,,,
2018-02-07,AA,AA,AA,259,AA,N156AN,259,11298,DFW,"Dallas/Fort Worth, TX",14771,SFO,"San Francisco, CA",1110,1108.0,-2.0,34.0,1142.0,1259.0,5.0,1312,1304.0,-8.0,0.0,,0.0,N,242.0,236.0,197.0,1.0,1464.0,,,,,,,,,
2018-11-07,UA,UA,UA,542,UA,N57439,542,12264,IAD,"Washington, DC",11292,DEN,"Denver, CO",1605,1600.0,-5.0,17.0,1617.0,1756.0,8.0,1804,1804.0,0.0,0.0,,0.0,N,239.0,244.0,219.0,1.0,1452.0,,,,,,,,,
2019-08-22,AA,AA,AA,1348,AA,N965TW,1348,11193,CVG,"Cincinnati, OH",11298,DFW,"Dallas/Fort Worth, TX",1956,1956.0,0.0,14.0,2010.0,2108.0,17.0,2125,2125.0,0.0,0.0,,0.0,N,149.0,149.0,118.0,1.0,812.0,,,,,,,,,
2018-11-29,AA,AA,AA,1566,AA,N9630A,1566,11298,DFW,"Dallas/Fort Worth, TX",13851,OKC,"Oklahoma City, OK",1020,1015.0,-5.0,10.0,1025.0,1104.0,6.0,1113,1110.0,-3.0,0.0,,0.0,N,53.0,55.0,39.0,1.0,175.0,,,,,,,,,
2019-11-09,AA,AA_CODESHARE,AA,5933,YV,N919FJ,5933,11298,DFW,"Dallas/Fort Worth, TX",12896,LBB,"Lubbock, TX",1039,1036.0,-3.0,18.0,1054.0,1139.0,4.0,1156,1143.0,-13.0,0.0,,0.0,N,77.0,67.0,45.0,1.0,282.0,,,,,,,,,
2018-01-19,WN,WN,WN,753,WN,N7745A,753,14107,PHX,"Phoenix, AZ",10800,BUR,"Burbank, CA",1315,1315.0,0.0,9.0,1324.0,1332.0,2.0,1345,1334.0,-11.0,0.0,,0.0,N,90.0,79.0,68.0,1.0,369.0,,,,,,,,,
2018-04-23,DL,DL,DL,1296,DL,N3753,1296,10397,ATL,"Atlanta, GA",14893,SMF,"Sacramento, CA",2019,2017.0,-2.0,24.0,2041.0,2215.0,4.0,2229,2219.0,-10.0,0.0,,0.0,N,310.0,302.0,274.0,1.0,2092.0,,,,,,,,,
2019-03-18,WN,WN,WN,1237,WN,N441WN,1237,13204,MCO,"Orlando, FL",13198,MCI,"Kansas City, MO",2225,2302.0,37.0,22.0,2324.0,54.0,5.0,25,59.0,34.0,0.0,,0.0,N,180.0,177.0,150.0,1.0,1072.0,5.0,0.0,0.0,0.0,29.0,,,,
2019-10-21,UA,UA,UA,2205,UA,N803UA,2205,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",1758,1839.0,41.0,20.0,1859.0,2116.0,6.0,2033,2122.0,49.0,0.0,,0.0,N,155.0,163.0,137.0,1.0,801.0,41.0,0.0,8.0,0.0,0.0,1756.0,39.0,39.0,
2019-09-30,DL,DL,DL,1888,DL,N821DX,1888,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",2126,2121.0,-5.0,19.0,2140.0,2334.0,8.0,2346,2342.0,-4.0,0.0,,0.0,N,140.0,141.0,114.0,1.0,760.0,,,,,,,,,
2018-01-14,UA,UA_CODESHARE,UA,4365,EV,N17108,4365,13342,MKE,"Milwaukee, WI",11042,CLE,"Cleveland, OH",600,553.0,-7.0,23.0,616.0,807.0,8.0,820,815.0,-5.0,0.0,,0.0,N,80.0,82.0,51.0,1.0,328.0,,,,,,,,,
2018-02-07,DL,DL_CODESHARE,DL,3423,9E,N931XJ,3423,14122,PIT,"Pittsburgh, PA",13487,MSP,"Minneapolis, MN",1040,1127.0,47.0,37.0,1204.0,1256.0,5.0,1205,1301.0,56.0,0.0,,0.0,N,145.0,154.0,112.0,1.0,726.0,0.0,0.0,9.0,0.0,47.0,,,,
2018-07-23,DL,DL_CODESHARE,DL,6281,G7,N379CA,6281,13931,ORF,"Norfolk, VA",11433,DTW,"Detroit, MI",1811,1936.0,85.0,13.0,1949.0,2101.0,5.0,2001,2106.0,65.0,0.0,,0.0,N,110.0,90.0,72.0,1.0,529.0,63.0,0.0,0.0,0.0,2.0,,,,
2018-10-27,AA,AA_CODESHARE,AA,4702,YX,N125HQ,4702,14685,SAV,"Savannah, GA",12953,LGA,"New York, NY",1546,1543.0,-3.0,11.0,1554.0,1723.0,14.0,1815,1737.0,-38.0,0.0,,0.0,N,149.0,114.0,89.0,1.0,722.0,,,,,,,,,
2018-06-26,DL,DL,DL,1118,DL,N699DL,1118,13487,MSP,"Minneapolis, MN",12892,LAX,"Los Angeles, CA",845,903.0,18.0,19.0,922.0,1028.0,10.0,1045,1038.0,-7.0,0.0,,0.0,N,240.0,215.0,186.0,1.0,1535.0,,,,,,,,,
2018-02-19,UA,UA_CODESHARE,UA,4209,EV,N18556,4209,12266,IAH,"Houston, TX",13158,MAF,"Midland/Odessa, TX",735,731.0,-4.0,17.0,748.0,900.0,4.0,918,904.0,-14.0,0.0,,0.0,N,103.0,93.0,72.0,1.0,429.0,,,,,,,,,
2019-01-10,UA,UA,UA,264,UA,N73860,264,11292,DEN,"Denver, CO",14771,SFO,"San Francisco, CA",1150,1151.0,1.0,15.0,1206.0,1321.0,6.0,1336,1327.0,-9.0,0.0,,0.0,N,166.0,156.0,135.0,1.0,967.0,,,,,,,,,
2018-09-25,DL,DL,DL,108,DL,N350DN,108,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",1018,1019.0,1.0,21.0,1040.0,1657.0,8.0,1710,1705.0,-5.0,0.0,,0.0,N,232.0,226.0,197.0,1.0,1747.0,,,,,,,,,
2018-04-12,DL,DL,DL,2889,DL,N3746H,2889,14869,SLC,"Salt Lake City, UT",14747,SEA,"Seattle, WA",2020,2019.0,-1.0,18.0,2037.0,2121.0,5.0,2134,2126.0,-8.0,0.0,,0.0,N,134.0,127.0,104.0,1.0,689.0,,,,,,,,,
2018-08-16,AA,AA,AA,600,AA,N508AY,600,11057,CLT,"Charlotte, NC",14747,SEA,"Seattle, WA",1759,1812.0,13.0,16.0,1828.0,2035.0,9.0,2037,2044.0,7.0,0.0,,0.0,N,338.0,332.0,307.0,1.0,2279.0,,,,,,,,,
2018-06-24,UA,UA,UA,396,UA,N215UA,396,12173,HNL,"Honolulu, HI",14771,SFO,"San Francisco, CA",2100,2114.0,14.0,22.0,2136.0,456.0,6.0,453,502.0,9.0,0.0,,0.0,N,293.0,288.0,260.0,1.0,2398.0,,,,,,,,,
2018-12-11,AA,AA,AA,1389,AA,N990NN,1389,12953,LGA,"New York, NY",13303,MIA,"Miami, FL",1728,1723.0,-5.0,16.0,1739.0,2013.0,14.0,2049,2027.0,-22.0,0.0,,0.0,N,201.0,184.0,154.0,1.0,1096.0,,,,,,,,,
2019-02-21,DL,DL_CODESHARE,DL,5246,9E,N349PQ,5246,13495,MSY,"New Orleans, LA",12953,LGA,"New York, NY",601,555.0,-6.0,18.0,613.0,941.0,8.0,1000,949.0,-11.0,0.0,,0.0,N,179.0,174.0,148.0,1.0,1183.0,,,,,,,,,
2019-01-25,UA,UA_CODESHARE,UA,4313,EV,N17560,4313,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",2015,2119.0,64.0,15.0,2134.0,2244.0,7.0,2159,2251.0,52.0,0.0,,0.0,N,104.0,92.0,70.0,1.0,419.0,0.0,0.0,0.0,0.0,52.0,,,,
2018-03-14,AS,AS,AS,120,AS,N407AS,120,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1620,1612.0,-8.0,8.0,1620.0,2031.0,10.0,2039,2041.0,2.0,0.0,,0.0,N,199.0,209.0,191.0,1.0,1448.0,,,,,,,,,
2019-02-13,UA,UA_CODESHARE,UA,4721,AX,N34111,4721,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1000,950.0,-10.0,21.0,1011.0,1058.0,4.0,1124,1102.0,-22.0,0.0,,0.0,N,84.0,72.0,47.0,1.0,258.0,,,,,,,,,
2018-03-30,AS,AS,AS,408,AS,N565AS,408,14057,PDX,"Portland, OR",14831,SJC,"San Jose, CA",1055,1052.0,-3.0,15.0,1107.0,1232.0,5.0,1238,1237.0,-1.0,0.0,,0.0,N,103.0,105.0,85.0,1.0,569.0,,,,,,,,,
2018-03-25,UA,UA,UA,1112,UA,N899UA,1112,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",1219,1218.0,-1.0,14.0,1232.0,1415.0,4.0,1439,1419.0,-20.0,0.0,,0.0,N,140.0,121.0,103.0,1.0,746.0,,,,,,,,,
2018-09-01,B6,B6,B6,1018,B6,N373JB,1018,11697,FLL,"Fort Lauderdale, FL",12451,JAX,"Jacksonville, FL",905,859.0,-6.0,14.0,913.0,1006.0,5.0,1022,1011.0,-11.0,0.0,,0.0,N,77.0,72.0,53.0,1.0,319.0,,,,,,,,,
2018-10-14,AA,AA,AA,2665,AA,N190AA,2665,14100,PHL,"Philadelphia, PA",13303,MIA,"Miami, FL",1045,1043.0,-2.0,18.0,1101.0,1318.0,4.0,1342,1322.0,-20.0,0.0,,0.0,N,177.0,159.0,137.0,1.0,1013.0,,,,,,,,,
2018-10-02,F9,F9,F9,1659,F9,N704FR,1659,14843,SJU,"San Juan, PR",13204,MCO,"Orlando, FL",307,304.0,-3.0,13.0,317.0,543.0,9.0,610,552.0,-18.0,0.0,,0.0,N,183.0,168.0,146.0,1.0,1189.0,,,,,,,,,
2019-11-09,WN,WN,WN,2093,WN,N207WN,2093,10423,AUS,"Austin, TX",10693,BNA,"Nashville, TN",740,738.0,-2.0,9.0,747.0,926.0,3.0,935,929.0,-6.0,0.0,,0.0,N,115.0,111.0,99.0,1.0,756.0,,,,,,,,,
2019-08-18,WN,WN,WN,3546,WN,N8302F,3546,10821,BWI,"Baltimore, MD",13204,MCO,"Orlando, FL",2150,2248.0,58.0,12.0,2300.0,41.0,7.0,5,48.0,43.0,0.0,,0.0,N,135.0,120.0,101.0,1.0,787.0,0.0,9.0,0.0,0.0,34.0,,,,
2018-09-11,AA,AA_CODESHARE,AA,4079,MQ,N220NN,4079,11298,DFW,"Dallas/Fort Worth, TX",11267,DAY,"Dayton, OH",1550,1549.0,-1.0,19.0,1608.0,1849.0,4.0,1905,1853.0,-12.0,0.0,,0.0,N,135.0,124.0,101.0,1.0,861.0,,,,,,,,,
2018-06-10,UA,UA_CODESHARE,UA,4029,EV,N11547,4029,11066,CMH,"Columbus, OH",11618,EWR,"Newark, NJ",2040,2132.0,52.0,11.0,2143.0,2258.0,8.0,2234,2306.0,32.0,0.0,,0.0,N,114.0,94.0,75.0,1.0,463.0,0.0,0.0,0.0,0.0,32.0,,,,
2018-12-17,DL,DL,DL,2199,DL,N904DE,2199,10397,ATL,"Atlanta, GA",14492,RDU,"Raleigh/Durham, NC",736,733.0,-3.0,17.0,750.0,847.0,4.0,856,851.0,-5.0,0.0,,0.0,N,80.0,78.0,57.0,1.0,356.0,,,,,,,,,
2019-07-30,AA,AA_CODESHARE,AA,3460,MQ,N237NN,3460,13485,MSN,"Madison, WI",11298,DFW,"Dallas/Fort Worth, TX",1322,1330.0,8.0,8.0,1338.0,1529.0,9.0,1547,1538.0,-9.0,0.0,,0.0,N,145.0,128.0,111.0,1.0,821.0,,,,,,,,,
2018-09-10,UA,UA,UA,1515,UA,N455UA,1515,14771,SFO,"San Francisco, CA",14107,PHX,"Phoenix, AZ",2030,2026.0,-4.0,14.0,2040.0,2209.0,5.0,2224,2214.0,-10.0,0.0,,0.0,N,114.0,108.0,89.0,1.0,651.0,,,,,,,,,
2018-05-10,DL,DL,DL,2949,DL,N3758Y,2949,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1920,1932.0,12.0,10.0,1942.0,2035.0,3.0,2055,2038.0,-17.0,0.0,,0.0,N,95.0,66.0,53.0,1.0,337.0,,,,,,,,,
2018-07-01,DL,DL,DL,356,DL,N680DA,356,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",2229,2226.0,-3.0,18.0,2244.0,2343.0,5.0,11,2348.0,-23.0,0.0,,0.0,N,162.0,142.0,119.0,1.0,907.0,,,,,,,,,
2019-02-13,DL,DL,DL,1568,DL,N881DN,1568,13487,MSP,"Minneapolis, MN",14771,SFO,"San Francisco, CA",1805,2036.0,151.0,21.0,2057.0,2305.0,8.0,2036,2313.0,157.0,0.0,,0.0,N,271.0,277.0,248.0,1.0,1589.0,0.0,0.0,143.0,0.0,14.0,,,,
2019-12-05,DL,DL,DL,2707,DL,N846DN,2707,10397,ATL,"Atlanta, GA",14027,PBI,"West Palm Beach/Palm Beach, FL",1344,1343.0,-1.0,16.0,1359.0,1519.0,6.0,1532,1525.0,-7.0,0.0,,0.0,N,108.0,102.0,80.0,1.0,545.0,,,,,,,,,
2018-07-18,WN,WN,WN,2378,WN,N700GS,2378,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",2035,2036.0,1.0,14.0,2050.0,2146.0,3.0,2155,2149.0,-6.0,0.0,,0.0,N,80.0,73.0,56.0,1.0,417.0,,,,,,,,,
2019-01-22,AA,AA_CODESHARE,AA,5786,YV,N954LR,5786,12191,HOU,"Houston, TX",11298,DFW,"Dallas/Fort Worth, TX",506,459.0,-7.0,10.0,509.0,555.0,14.0,619,609.0,-10.0,0.0,,0.0,N,73.0,70.0,46.0,1.0,247.0,,,,,,,,,
2018-03-04,DL,DL_CODESHARE,DL,4023,9E,N910XJ,4023,12478,JFK,"New York, NY",10693,BNA,"Nashville, TN",1815,1806.0,-9.0,56.0,1902.0,1949.0,6.0,2009,1955.0,-14.0,0.0,,0.0,N,174.0,169.0,107.0,1.0,765.0,,,,,,,,,
2018-09-28,DL,DL_CODESHARE,DL,5138,9E,N8694A,5138,12478,JFK,"New York, NY",13931,ORF,"Norfolk, VA",810,805.0,-5.0,46.0,851.0,946.0,3.0,953,949.0,-4.0,0.0,,0.0,N,103.0,104.0,55.0,1.0,290.0,,,,,,,,,
2018-05-18,UA,UA_CODESHARE,UA,4615,AX,N11119,4615,12278,ICT,"Wichita, KS",11292,DEN,"Denver, CO",1250,1241.0,-9.0,11.0,1252.0,1257.0,11.0,1322,1308.0,-14.0,0.0,,0.0,N,92.0,87.0,65.0,1.0,420.0,,,,,,,,,
2018-07-07,AA,AA_CODESHARE,AA,5118,OH,N220PS,5118,11057,CLT,"Charlotte, NC",11995,GSO,"Greensboro/High Point, NC",805,802.0,-3.0,26.0,828.0,850.0,6.0,852,856.0,4.0,0.0,,0.0,N,47.0,54.0,22.0,1.0,83.0,,,,,,,,,
2018-08-12,DL,DL_CODESHARE,DL,4539,OO,N243SY,4539,15376,TUS,"Tucson, AZ",14869,SLC,"Salt Lake City, UT",720,716.0,-4.0,19.0,735.0,1007.0,9.0,1018,1016.0,-2.0,0.0,,0.0,N,118.0,120.0,92.0,1.0,601.0,,,,,,,,,
2019-05-29,WN,WN,WN,2076,WN,N8695D,2076,11292,DEN,"Denver, CO",13232,MDW,"Chicago, IL",2100,2152.0,52.0,12.0,2204.0,54.0,2.0,15,56.0,41.0,0.0,,0.0,N,135.0,124.0,110.0,1.0,895.0,9.0,0.0,0.0,0.0,32.0,,,,
2018-08-20,DL,DL_CODESHARE,DL,3334,9E,N980EV,3334,10397,ATL,"Atlanta, GA",10431,AVL,"Asheville, NC",1825,1922.0,57.0,9.0,1931.0,2006.0,4.0,1930,2010.0,40.0,0.0,,0.0,N,65.0,48.0,35.0,1.0,164.0,0.0,0.0,0.0,11.0,29.0,1900.0,12.0,12.0,
2019-11-11,WN,WN,WN,2016,WN,N221WN,2016,15016,STL,"St. Louis, MO",10721,BOS,"Boston, MA",1110,1126.0,16.0,93.0,1259.0,1557.0,5.0,1445,1602.0,77.0,0.0,,0.0,N,155.0,216.0,118.0,1.0,1047.0,16.0,0.0,61.0,0.0,0.0,,,,
2018-05-29,AS,AS_CODESHARE,AS,2156,QX,N447QX,2156,14570,RNO,"Reno, NV",14057,PDX,"Portland, OR",927,920.0,-7.0,7.0,927.0,1050.0,7.0,1105,1057.0,-8.0,0.0,,0.0,N,98.0,97.0,83.0,1.0,444.0,,,,,,,,,
2018-07-02,DL,DL,DL,2857,DL,N3743H,2857,14831,SJC,"San Jose, CA",12478,JFK,"New York, NY",2235,2233.0,-2.0,12.0,2245.0,654.0,4.0,708,658.0,-10.0,0.0,,0.0,N,333.0,325.0,309.0,1.0,2569.0,,,,,,,,,
2018-09-15,WN,WN,WN,6470,WN,N465WN,6470,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",1200,1158.0,-2.0,38.0,1236.0,1331.0,6.0,1335,1337.0,2.0,0.0,,0.0,N,95.0,99.0,55.0,1.0,337.0,,,,,,,,,
2019-07-29,AA,AA_CODESHARE,AA,5668,OH,N512AE,5668,11146,CRW,"Charleston/Dunbar, WV",11057,CLT,"Charlotte, NC",1435,1446.0,11.0,13.0,1459.0,1538.0,13.0,1552,1551.0,-1.0,0.0,,0.0,N,77.0,65.0,39.0,1.0,221.0,,,,,,,,,
2019-04-13,UA,UA_CODESHARE,UA,5433,OO,N782SK,5433,13930,ORD,"Chicago, IL",14869,SLC,"Salt Lake City, UT",1945,1943.0,-2.0,30.0,2013.0,2212.0,4.0,2225,2216.0,-9.0,0.0,,0.0,N,220.0,213.0,179.0,1.0,1250.0,,,,,,,,,
2018-12-20,NK,NK,NK,1118,NK,N691NK,1118,15304,TPA,"Tampa, FL",11995,GSO,"Greensboro/High Point, NC",1713,1720.0,7.0,14.0,1734.0,1846.0,4.0,1856,1850.0,-6.0,0.0,,0.0,N,103.0,90.0,72.0,1.0,580.0,,,,,,,,,
2018-05-06,UA,UA_CODESHARE,UA,4875,ZW,N470ZW,4875,12945,LEX,"Lexington, KY",13930,ORD,"Chicago, IL",1420,1413.0,-7.0,16.0,1429.0,1435.0,13.0,1450,1448.0,-2.0,0.0,,0.0,N,90.0,95.0,66.0,1.0,323.0,,,,,,,,,
2019-08-10,DL,DL_CODESHARE,DL,3296,9E,N294PQ,3296,10397,ATL,"Atlanta, GA",15412,TYS,"Knoxville, TN",2003,1959.0,-4.0,18.0,2017.0,2048.0,3.0,2101,2051.0,-10.0,0.0,,0.0,N,58.0,52.0,31.0,1.0,152.0,,,,,,,,,
2019-02-27,AS,AS,AS,746,AS,N278AK,746,14747,SEA,"Seattle, WA",10397,ATL,"Atlanta, GA",620,613.0,-7.0,15.0,628.0,1343.0,5.0,1355,1348.0,-7.0,0.0,,0.0,N,275.0,275.0,255.0,1.0,2182.0,,,,,,,,,
2018-02-02,AA,AA_CODESHARE,AA,3970,MQ,N670AE,3970,13930,ORD,"Chicago, IL",13485,MSN,"Madison, WI",840,856.0,16.0,21.0,917.0,944.0,5.0,933,949.0,16.0,0.0,,0.0,N,53.0,53.0,27.0,1.0,108.0,0.0,0.0,0.0,0.0,16.0,,,,
2018-05-31,AA,AA,AA,1825,AA,N830AW,1825,11057,CLT,"Charlotte, NC",13244,MEM,"Memphis, TN",2235,57.0,142.0,11.0,108.0,124.0,6.0,2325,130.0,125.0,0.0,,0.0,N,110.0,93.0,76.0,1.0,511.0,55.0,0.0,0.0,0.0,70.0,,,,
2019-06-24,WN,WN,WN,2372,WN,N242WN,2372,12892,LAX,"Los Angeles, CA",14107,PHX,"Phoenix, AZ",1730,1809.0,39.0,18.0,1827.0,1925.0,5.0,1855,1930.0,35.0,0.0,,0.0,N,85.0,81.0,58.0,1.0,370.0,19.0,0.0,0.0,0.0,16.0,,,,
2019-07-07,AA,AA_CODESHARE,AA,3460,MQ,N232NN,3460,13485,MSN,"Madison, WI",11298,DFW,"Dallas/Fort Worth, TX",1322,1314.0,-8.0,8.0,1322.0,1512.0,23.0,1547,1535.0,-12.0,0.0,,0.0,N,145.0,141.0,110.0,1.0,821.0,,,,,,,,,
2018-11-13,UA,UA_CODESHARE,UA,3885,ZW,N447AW,3885,12264,IAD,"Washington, DC",12217,HSV,"Huntsville, AL",1705,1659.0,-6.0,27.0,1726.0,1812.0,5.0,1808,1817.0,9.0,0.0,,0.0,N,123.0,138.0,106.0,1.0,596.0,,,,,,,,,
2019-07-29,AA,AA_CODESHARE,AA,4400,YX,N443YX,4400,11433,DTW,"Detroit, MI",14100,PHL,"Philadelphia, PA",540,531.0,-9.0,16.0,547.0,700.0,4.0,720,704.0,-16.0,0.0,,0.0,N,100.0,93.0,73.0,1.0,453.0,,,,,,,,,
2019-09-27,UA,UA,UA,1489,UA,N804UA,1489,14771,SFO,"San Francisco, CA",10849,BZN,"Bozeman, MT",1252,1247.0,-5.0,36.0,1323.0,1600.0,5.0,1613,1605.0,-8.0,0.0,,0.0,N,141.0,138.0,97.0,1.0,807.0,,,,,,,,,
2019-02-26,AA,AA,AA,868,AA,N155UW,868,11618,EWR,"Newark, NJ",11057,CLT,"Charlotte, NC",620,609.0,-11.0,19.0,628.0,754.0,16.0,821,810.0,-11.0,0.0,,0.0,N,121.0,121.0,86.0,1.0,529.0,,,,,,,,,
2019-05-24,UA,UA_CODESHARE,UA,6211,YV,N87360,6211,11066,CMH,"Columbus, OH",12266,IAH,"Houston, TX",1645,1644.0,-1.0,13.0,1657.0,1818.0,14.0,1844,1832.0,-12.0,0.0,,0.0,N,179.0,168.0,141.0,1.0,986.0,,,,,,,,,
2019-04-06,UA,UA,UA,1111,UA,N77537,1111,14771,SFO,"San Francisco, CA",12982,LIH,"Lihue, HI",855,859.0,4.0,17.0,916.0,1138.0,3.0,1142,1141.0,-1.0,0.0,,0.0,N,347.0,342.0,322.0,1.0,2447.0,,,,,,,,,
2018-02-07,WN,WN,WN,767,WN,N737JW,767,12889,LAS,"Las Vegas, NV",14679,SAN,"San Diego, CA",1410,1420.0,10.0,8.0,1428.0,1515.0,2.0,1515,1517.0,2.0,0.0,,0.0,N,65.0,57.0,47.0,1.0,258.0,,,,,,,,,
2019-04-07,AA,AA,AA,2575,AA,N197AN,2575,13303,MIA,"Miami, FL",11298,DFW,"Dallas/Fort Worth, TX",718,724.0,6.0,20.0,744.0,1001.0,6.0,937,1007.0,30.0,0.0,,0.0,N,199.0,223.0,197.0,1.0,1121.0,6.0,0.0,24.0,0.0,0.0,,,,
2018-09-06,WN,WN,WN,368,WN,N773SA,368,14107,PHX,"Phoenix, AZ",13796,OAK,"Oakland, CA",2125,2124.0,-1.0,6.0,2130.0,2258.0,6.0,2320,2304.0,-16.0,0.0,,0.0,N,115.0,100.0,88.0,1.0,646.0,,,,,,,,,
2018-04-15,DL,DL_CODESHARE,DL,4852,OO,N762SK,4852,15919,XNA,"Fayetteville, AR",13487,MSP,"Minneapolis, MN",1641,1802.0,81.0,20.0,1822.0,1953.0,20.0,1844,2013.0,89.0,0.0,,0.0,N,123.0,131.0,91.0,1.0,596.0,0.0,76.0,8.0,0.0,5.0,,,,
2018-09-02,AA,AA_CODESHARE,AA,5435,OH,N588NN,5435,11057,CLT,"Charlotte, NC",14685,SAV,"Savannah, GA",1820,2052.0,152.0,18.0,2110.0,2151.0,7.0,1933,2158.0,145.0,0.0,,0.0,N,73.0,66.0,41.0,1.0,213.0,0.0,0.0,0.0,0.0,145.0,,,,
2019-03-21,AA,AA,AA,1694,AA,N176UW,1694,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",735,730.0,-5.0,17.0,747.0,921.0,5.0,944,926.0,-18.0,0.0,,0.0,N,129.0,116.0,94.0,1.0,650.0,,,,,,,,,
2018-06-11,WN,WN,WN,37,WN,N276WN,37,14193,PNS,"Pensacola, FL",10693,BNA,"Nashville, TN",1950,1943.0,-7.0,8.0,1951.0,2051.0,6.0,2110,2057.0,-13.0,0.0,,0.0,N,80.0,74.0,60.0,1.0,391.0,,,,,,,,,
2019-11-09,UA,UA,UA,2343,UA,N806UA,2343,14635,RSW,"Fort Myers, FL",11292,DEN,"Denver, CO",1415,1412.0,-3.0,13.0,1425.0,1600.0,11.0,1622,1611.0,-11.0,0.0,,0.0,N,247.0,239.0,215.0,1.0,1607.0,,,,,,,,,
2018-06-28,UA,UA,UA,2022,UA,N67827,2022,14843,SJU,"San Juan, PR",12264,IAD,"Washington, DC",1305,1434.0,89.0,22.0,1456.0,1810.0,5.0,1705,1815.0,70.0,0.0,,0.0,N,240.0,221.0,194.0,1.0,1571.0,0.0,0.0,4.0,0.0,66.0,,,,
2019-12-06,AA,AA_CODESHARE,AA,3615,MQ,N269NN,3615,11637,FAR,"Fargo, ND",11298,DFW,"Dallas/Fort Worth, TX",1238,1304.0,26.0,11.0,1315.0,1524.0,7.0,1520,1531.0,11.0,0.0,,0.0,N,162.0,147.0,129.0,1.0,968.0,,,,,,,,,
2018-06-05,DL,DL,DL,74,DL,N303DN,74,11292,DEN,"Denver, CO",10397,ATL,"Atlanta, GA",1310,1306.0,-4.0,13.0,1319.0,1743.0,4.0,1802,1747.0,-15.0,0.0,,0.0,N,172.0,161.0,144.0,1.0,1199.0,,,,,,,,,
